ELETROBRAS ON,ELET1
ELETROBRAS PNB,ELET11
ELETROBRAS PNA,ELET5
ELETROBRAS ON,ELET3
ELETROBRAS PNB,ELET6
CELESC ON,CLSC3
CELESC PN,CLSC4
ALLIAR ON,AALR3
CEPAC - MCRJ,MCRJ11B
CEPAC - CTBA,CTBA11B
CEPAC - CTBA,CTBA11BL
CESP PNB,CESP6
CESP ON,CESP3
CESP PNA,CESP5
P.ACUCAR-CBD ON,PCAR3
P.ACUCAR-CBD PN,PCAR4
CASAN ON,CASN3
CASAN PN,CASN4
CEG ON,CEGR3
COELBA ON,CEEB3
COELBA PNB,CEEB6
COELBA PNA,CEEB5
CEB PNB,CEBR6
CEB PNA,CEBR5
CEB ON,CEBR3
COELCE ON,COCE3
COELCE PNB,COCE6
COELCE PNA,COCE5
CEMIG ON,CMIG3
CEMIG PN,CMIG4
CELPE PNA,CEPE5
CELPE PNB,CEPE6
CELPE ON,CEPE3
COSERN,CSRN-DEB72B0
COSERN,CSRN-DEB720B
COSERN,CSRN-DEB72L1
COSERN ON,CSRN3
COSERN,CSRN-DEB71L1
COSERN,CSRN-DEB72L0
COSERN PNA,CSRN5
COSERN PNB,CSRN6
COSERN,CSRN-DEB710B
COSERN,CSRN-DEB71B0
COSERN,CSRN-DEB71L0
CEEE-D PN,CEED4
CEEE-D ON,CEED3
FERBASA ON,FESA3
FERBASA PN,FESA4
CEDRO PN,CEDO4
CEDRO ON,CEDO3
COMGAS,CGAS-DEB51L0
COMGAS,CGAS-DEB51B0
COMGAS,CGAS-DEB51L1
COMGAS,CGAS-DEB510B
COMGAS,CGAS-DEB41L0
COMGAS,CGAS-DEB41L1
COMGAS,CGAS-DEB420B
COMGAS,CGAS-DEB42B0
COMGAS,CGAS-DEB41B0
COMGAS,CGAS-DEB410B
COMGAS ON,CGAS3
COMGAS PNA,CGAS5
COMGAS,CGAS-DEB33B0
COMGAS,CGAS-DEB33L1
COMGAS,CGAS-DEB42L0
COMGAS,CGAS-DEB33L0
COMGAS,CGAS-DEB43B0
COMGAS,CGAS-DEB43L0
COMGAS,CGAS-DEB43L1
COMGAS,CGAS-DEB42L1
COMGAS,CGAS-DEB430B
HABITASUL PNB,HBTS6
HABITASUL ON,HBTS3
HABITASUL PNA,HBTS5
CIA HERING ON,HGTX3
IND CATAGUAS PN,CATA4
IND CATAGUAS ON,CATA3
LOCAMERICA ON,LCAM3
MELHOR SP PN,MSPA4
MELHOR SP ON,MSPA3
COPEL PNA,CPLE5
COPEL ON,CPLE3
COPEL PNB,CPLE6
PAR AL BAHIA PN,PEAB4
PAR AL BAHIA ON,PEAB3
SANEPAR ON,SAPR3
SANEPAR PN,SAPR4
COPASA,CSMG-DEB2B0B
COPASA,CSMG-DEB2BB0
COPASA,CSMG-DEB2AL1
COPASA,CSMG-DEB2BL0
COPASA,CSMG-DEB2A0B
COPASA ON,CSMG3
COPASA,CSMG-DEB2BL1
COPASA,CSMG-DEB2AB0
COPASA,CSMG-DEB2AL0
SEG AL BAHIA PN,CSAB4
SEG AL BAHIA ON,CSAB3
SID NACIONAL ON,CSNA3
COTEMINAS ON,CTNM3
COTEMINAS PN,CTNM4
SANTANENSE PND,CTSA8
SANTANENSE ON,CTSA3
SANTANENSE PN,CTSA4
TRAN PAULIST,TRPL-DEB71L0
TRAN PAULIST ON,TRPL3
TRAN PAULIST PN,TRPL4
TRAN PAULIST,TRPL-DEB71B0
TRAN PAULIST,TRPL-DEB51L0
TRAN PAULIST,TRPL-DEB51B0
TRAN PAULIST,TRPL-DEB710B
TRAN PAULIST,TRPL-DEB71L1
TRAN PAULIST,TRPL-DEB51L1
VALE,VALE-DEB84L0
VALE,VALE-DEB92L1
VALE,VALE-DEB82L0
VALE,VALE-DEB82B0
VALE,VALE-DEB83B0
VALE,VALE-DEB84B0
VALE,VALE-DEB83L1
VALE,VALE-DEB83L0
VALE,VALE-DEB81L1
VALE,VALE-DEB82L1
VALE,VALE-DEB84L1
VALE,VALE-DEB92L0
VALE,VALE-DEB92B0
VALE,VALE-DEB91B0
VALE,VALE-DEB91L0
VALE,VALE-DEB81L0
VALE,VALE-DEB910B
VALE,VALE-DEB81B0
VALE ON,VALE3
VALE,VALE-DEB920B
VALE,VALE-DEB91L1
CIBRASEC,CBSC-CRA190B
CIBRASEC,CBSC-CRA12B0
CIBRASEC,CBSC-CRA1A0B
CIBRASEC,CBSC-CRI3TB0
CIBRASEC,CBSC-CRA210B
CIBRASEC,CBSC-CRA19B0
CIBRASEC,CBSC-CRA1BB0
CIBRASEC,CBSC-CRA1AB0
CIBRASEC,CBSC-CRA1B0B
CIBRASEC,CBSC-CRA21B0
CIELO ON,CIEL3
CIMS ON,CMSA3
CIMS PN,CMSA4
CINESYSTEM ON,CNSY3
CognaEducacao ON,COGN3
CELGPAR ON,GPAR3
CELGPAR ON,GPAR1
SABESP ON,SBSP3
CEEE-GT PN,EEEL4
CEEE-GT ON,EEEL3
GRUAIRPORT,AGRU-DEB210B
GRUAIRPORT,AGRU-DEB21L1
GRUAIRPORT,AGRU-DEB21B0
GRUAIRPORT,AGRU-DEB21L0
ROD TIETE,RDVT-DEB11L1
ROD TIETE,RDVT-DEB11L0
ROD TIETE,RDVT-DEB11B0
ECOVIAS,ECOV-DEB22B0
ECOVIAS,ECOV-DEB21L0
ECOVIAS,ECOV-DEB22L0
ECOVIAS,ECOV-DEB21L1
ECOVIAS,ECOV-DEB21B0
ECOVIAS,ECOV-DEB22L1
CONC RIO TER ON,CRTE3B
CONC RIO TER PNA,CRTE5B
AUTOBAN,ANHB-DEB81B0
AUTOBAN,ANHB-DEB810B
AUTOBAN,ANHB-DEB81L1
AUTOBAN,ANHB-DEB81L0
ODERICH ON,ODER3
ODERICH PN,ODER4
ALFA CONSORC PNB,BRGE6
ALFA CONSORC PNA,BRGE5
ALFA CONSORC PNC,BRGE7
ALFA CONSORC ON,BRGE3
ALFA CONSORC PND,BRGE8
ALFA CONSORC PNF,BRGE12
ALFA CONSORC PNE,BRGE11
CONST A LIND ON,CALI3
CONST A LIND PN,CALI4
TENDA ON,TEND3
COR RIBEIRO ON,CORR3
COR RIBEIRO PN,CORR4
COSAN LOG ON,RLOG3
COSAN ON,CSAN3
CPFL ENERGIA ON,CPFE3
CPFL RENOVAV ON,CPRE3
CR2 ON,CRDE3
CSU CARDSYST ON,CARD3
CTC Centro De Tecnologia... ON,CTCA3
CVC BRASIL ON,CVCB3
CYRELA REALT ON,CYRE3
CYRE COM-CCP ON,CCPR3
DASA ON,DASA1
DASA ON,DASA3
DIMED ON,PNVL3
DIMED PN,PNVL4
DIRECIONAL ON,DIRR3
DOHLER PN,DOHL4
DOHLER ON,DOHL3
DON CAROLINA PNA PNA,CRVD5L
DTCOM-DIRECT PN,DTCY4
DTCOM-DIRECT ON,DTCY3
DURATEX ON,DTEX3
E OULG11 B,OULG12B
ECO SEC AGRO,ECOA-CRAA50B
ECO SEC AGRO,ECOA-CRAA4B0
ECO SEC AGRO,ECOA-CRA94B0
ECO SEC AGRO,ECOA-CRAA5B0
ECO SEC AGRO,ECOA-CRAA40B
ECO SEC AGRO,ECOA-CRAA6B0
ECO SEC AGRO,ECOA-CRAC5B0
ECO SEC AGRO,ECOA-CRAC50B
ECO SEC AGRO,ECOA-CRAA7B0
ECO SEC AGRO,ECOA-CRA93B0
ECO SEC AGRO,ECOA-CRAA60B
ECO SEC AGRO,ECOA-CRA92B0
ECO SEC AGRO,ECOA-CRA050B
ECO SEC AGRO,ECOA-CRA80B0
ECO SEC AGRO,ECOA-CRA05B0
ECO SEC AGRO,ECOA-CRA81B0
ECORODOVIAS ON,ECOR3
ENERGIAS BR,ENBR-DEB43L1
ENERGIAS BR,ENBR-DEB420B
ENERGIAS BR,ENBR-DEB43L0
ENERGIAS BR,ENBR-DEB42L0
ENERGIAS BR,ENBR-DEB42B0
ENERGIAS BR ON,ENBR3
ENERGIAS BR,ENBR-DEB430B
ENERGIAS BR,ENBR-DEB43B0
ENERGIAS BR,ENBR-DEB42L1
ACO ALTONA PN,EALT4
ACO ALTONA ON,EALT3
ELEKEIROZ ON,ELEK3
ELEKEIROZ PN,ELEK4
ELEKTRO ON,EKTR3
ELEKTRO PN,EKTR4
ELETROPAR ON,LIPR3
ELETRON ON,ETRO3B
ELETROPAULO ON,ELPL3L
ELETROPAULO ON,ELPL3
EMAE ON,EMAE3
EMAE PN,EMAE4
Embraer ON,EMBR3
ENCORPAR ON,ECPR3
ENCORPAR PN,ECPR4
ENAUTA PART ON,ENAT3
ENERGISA MT PN,ENMT4
ENERGISA MT ON,ENMT3
ENERGISA,ENGI-DEB75B0
ENERGISA,ENGI-DEB75L0
ENERGISA,ENGI-DEB75L1
ENERGISA,ENGI-DEB76B0
ENERGISA,ENGI-DEB74L1
ENERGISA,ENGI-DEB73L0
ENERGISA,ENGI-DEB74B0
ENERGISA,ENGI-DEB74L0
ENERGISA,ENGI-DEB76L0
ENERGISA,ENGI-DEB73L1
ENERGISA,ENGI-DEB810B
ENERGISA,ENGI-DEB82L0
ENERGISA,ENGI-DEB73B0
ENERGISA,ENGI-DEB82B0
ENERGISA,ENGI-DEB82L1
ENERGISA,ENGI-DEB81L1
ENERGISA,ENGI-DEB820B
ENERGISA,ENGI-DEB81B0
ENERGISA,ENGI-DEB81L0
ENERGISA,ENGI-DEB76L1
ENERGISA,ENGI-DEB72L0
ENERGISA PN,ENGI4
ENERGISA,ENGI12
ENERGISA,ENGI-DEB72L1
ENERGISA,ENGI-DEB71B0
ENERGISA ON,ENGI3
ENERGISA,ENGI-DEB71L0
ENERGISA,ENGI-DEB71L1
ENERGISA,ENGI-DEB72B0
ENEVA ON,ENEV3
ENGIE BRASIL,EGIE-DEB720B
ENGIE BRASIL,EGIE-DEB710B
ENGIE BRASIL,EGIE-DEB71L1
ENGIE BRASIL,EGIE-DEB71L0
ENGIE BRASIL,EGIE-DEB71B0
ENGIE BRASIL,EGIE-DEB72L0
ENGIE BRASIL,EGIE-DEB72B0
ENGIE BRASIL ON,EGIE3
ENGIE BRASIL,EGIE-DEB72L1
Eqtl Para PNA ON,EQPA3
Eqtl Para PNA PNB,EQPA6
Eqtl Para PNA PNC,EQPA7
Eqtl Para PNA PNA,EQPA5
EQUATORIAL ON,EQTL3
CELPA PNA,CELP5
CELPA ON,CELP3
CELPA PNC,CELP7
CELPA PNB,CELP6
YDUQS PART ON,YDUQ3
Eternit ON,ETER3
EUCATEX ON,EUCA3
EUCATEX PN,EUCA4
EVEN ON,EVEN3
EXCELSIOR PN,BAUH4
EXCELSIOR ON,BAUH3
EZTEC ON,EZTC3
FD iNav IM Ativ re Cotas,TGAR12
FDO INV IMOB FII UBS BR ...,RECT12
Ferrovia Centro Atlantica PN,VSPT4
Ferrovia Centro Atlantica ON,VSPT3
FER HERINGER ON,FHER3
Fiacao Algodao Moco Sa F... PNB,FMSA6L
Fibra Cia Securit De Cre...,BCFF12
FII CSHG CRI CI,HGCR12
FII HECTARE CI,HCTR12
FII HSI MALLCI,HSML12
FII Maxi Ren,MXRF12
FII Mongno CI,MGFF12
FII POLO CRI CI,PORD12
FII R Incomedm Brazil St...,RBCO12
FII RB Capital Desenvolv...,RBFF12
FII RBR PROPCI,RBRP12
FII UBS CI,UBSR16
FII VINCILOGCI EB,VILG12
FII Vinvi SCCI,VISC13
FII XP Credito,XPCI12
FII XP INDL CI ER,XPIN12
ALFA FINANC PN,CRIV4
ALFA FINANC ON,CRIV3
FLEURY ON,FLRY3
FLEX S/A ON,FLEX3
Fly Acai PNA PNA,FLYC5L
FORJA TAURUS PN,FJTA4
FORJA TAURUS ON,FJTA3
Frango Norte PNA PNA,FNAG5L
FRAS-LE ON,FRAS3
Frutivita PNA,FVIT5L
GAFISA ON,GFSA3
GAIA AGRO,GAFL-CRA1DB0
GAIA AGRO,GAFL-CRA1D0B
GAIA AGRO,GAFL-CRA02B0
GAMA PART ON,OPGM3B
Gameleira Pna PNA,GPSA5L
Gemasa Pnc PNC,GESA7L
GENERALSHOPP ON,GSHP3
GERDAU PN,GGBR4
GERDAU ON,GGBR3
GOL PN,GOLL4
GOL PN,GOLL11
GOL PN,GOLL12
GPC PART PN,GPCP4
GPC PART ON,GPCP3
GRAZZIOTIN ON,CGRA3
GRAZZIOTIN PN,CGRA4
GRENDENE ON,GRND3
CENTAURO ON,CNTO3
GUARARAPES ON,GUAR3
Haga Sa Ind Com ON,HAGA3
Haga Sa Ind Com PN,HAGA4
HAPVIDA ON,HAPV3
HELBOR ON,HBOR3
HERCULES PN,HETA4
HERCULES ON,HETA3
HOTEIS OTHON ON,HOOT3
HOTEIS OTHON PN,HOOT4
Hotel Caicara PN,HCCR4L
HYPERA ON,HYPE3
I dividendos,IDIV11
Ibrasil,IBRA11
Iconsumo,ICON11
IDEIASNET ON,IDNT3
IFinanceiro,IFNC11
IGB S/A ON,IGBR3
Igc IGN Nm,IGNM11
IGC Trade,IGCT11
IGUA ON,IGSN3
IGUATEMI ON,IGTA3
Imat Basicos,IMAT11
Imobiliario,IMOB11
Ind Fdo Imob IFI,IFIX11
Indice Bovespa,IBOV11
Indice Brasil,IBXX11
Indice Energia Eletrica,IEEX11
Indice Governanca Corpor...,IGCX11
Indice Ibrx 50,IBXL11
Indice Setor Indl,INDX11
Indice Tag Along,ITAG11
Indice Valor Bovespa Seg...,IVBX11
J B DUARTE PN,JBDU4
J B DUARTE ON,JBDU3
INDS ROMI ON,ROMI3
INEPAR,INEP-DCA710B
INEPAR,INEP-DCA71B0
INEPAR,INEP-DCA71L1
INEPAR,INEP-DCA61L1
INEPAR,INEP-DCA71L0
INEPAR,INEP-DCA610B
INEPAR PN,INEP4
INEPAR ON,INEP3
INEPAR,INEP-DCA61B0
INEPAR,INEP-DCA61L0
Inga Agroflorestal PN,INGA4L
SELECTPART ON,SLCT3B
IHPARDINI ON,PARD3
INTER ON,INNT3
INTERMEDICA ON,GNDI3
IMC S/A ON,MEAL3
INVEST BEMGE PN,FIGE4
INVEST BEMGE ON,FIGE3
INVEPAR ON,IVPR3B
INVEPAR PN,IVPR4B
IOCHP-MAXION ON,MYPK3
CELUL IRANI ON,RANI3
CELUL IRANI PN,RANI4
Irrigacao Santo Andre Sa... PNA,IGSA5L
Ise Indice Sustentabilid...,ISEE11
Ishares Carbon Efficient,ICO211
ITAUUNIBANCO PN,ITUB4
ITAUUNIBANCO ON,ITUB3
ITAUSA ON,ITSA3
ITAUSA PN,ITSA4
JBS ON,JBSS3
JEREISSATI ON,JPSA3
JHSF PART ON,JHSF3
JOAO FORTES ON,JFEN3
JOSAPAR ON,JOPA3
JOSAPAR PN,JOPA4
JSL ON,JSLG3
KARSTEN ON,CTKA3
KARSTEN PN,CTKA4
KEPLER WEBER ON,KEPL3
KEPLER WEBER,KEPL11
KLABIN S/A PN,KLBN4
KLABIN S/A ON,KLBN3
Lifemed Industrial de Eq... ON,LMED3
LIGHT S/A ON,LIGT3
LIGHT,LIGH-DEBE1L1
LIGHT,LIGH-DEBE10B
LIGHT,LIGH-DEBE1L0
LIGHT,LIGH-DEBE1B0
LINX ON,LINX3
LIQ ON,LIQO3
LIQ ON,LIQO1
LITEL ON,LTEL3B
LITEL PNA,LTEL5B
Litela Participacoes ON,LTLA3B
LOCALIZA ON,RENT3
Locaweb Servicos de Inte... ON,LWSA3
LOG COM PROP ON,LOGG3
Log-In Logistica Intermo... ON,LOGN3
LOJAS AMERIC PN,LAME10
LOJAS AMERIC ON,LAME3
LOJAS AMERIC PN,LAME4
LOJAS AMERIC ON,LAME9
LOJAS AMERIC ON,LAME1
LOJAS AMERIC PN,LAME2
LOJAS MARISA ON,AMAR3
LOJAS RENNER ON,LREN3
LOPES BRASIL ON,LPSB3
LUPATECH ON,LUPA3
LUPATECH ON,LUPA11
M.DIASBRANCO ON,MDIA3
MAESTROLOC ON,MSRO3
MAGAZ LUIZA ON,MGLU3
METAL LEVE ON,LEVE3
MANGELS INDL ON,MGEL3
MANGELS INDL PN,MGEL4
ESTRELA ON,ESTR3
ESTRELA PN,ESTR4
Marcopolo ON,POMO3
Marcopolo PN,POMO4
MARFRIG ON,MRFG3
Maxvinil Pnb PNC,MAXV7L
Maxvinil Pnb PNB,MAXV6L
MENDES JR PNB,MEND6
MENDES JR PNA,MEND5
MENDES JR ON,MEND3
MERC FINANC PN,MERC4
MERC FINANC ON,MERC3
Metalfrio Solutions ON,FRIO3
METAL IGUACU PN,MTIG4
METAL IGUACU ON,MTIG3
GERDAU MET ON,GOAU3
GERDAU MET PN,GOAU4
RIOSULENSE ON,RSUL3
RIOSULENSE PN,RSUL4
METISA ON,MTSA3
METISA PN,MTSA4
Midlarge Cap,MLCX11
MILLS ON,MILS3
MINASMAQUINA PN,MMAQ4
MINASMAQUINA ON,MMAQ3
MINERVA ON,BEEF3
MINERVA ON,BEEF11
MINUPAR ON,MNPR3
Mitre Realty Empreendimentos E Participacoes LTDA,MTRE
Mitre Realty Empreendime... ON,MTRE3
MMX MINER ON,MMXM3
MMX MINER,MMXM11
MONT ARANHA ON,MOAR3
Moura Dubeux Engenharia ON,MDNE3
MOVIDA ON,MOVI3
MRS LOGIST ON,MRSA3B
MRS LOGIST,MRSA-DEB710B
MRS LOGIST PNA,MRSA5B
MRS LOGIST,MRSA-DEB71L1
MRS LOGIST,MRSA-DEB71L0
MRS LOGIST,MRSA-DEB71B0
MRS LOGIST PNB,MRSA6B
MRS LOGIST,MRSA-DEB720B
MRS LOGIST,MRSA-DEB72L1
MRS LOGIST,MRSA-DEB72L0
MRS LOGIST,MRSA-DEB72B0
MRV ON,MRVE3
MULTIPLAN ON,MULT3
MUNDIAL ON,MNDL3
NADIR FIGUEI PN,NAFG4
NADIR FIGUEI ON,NAFG11L
NADIR FIGUEI ON,NAFG3L
NADIR FIGUEI PN,NAFG4L
NADIR FIGUEI ON,NAFG3
NADIR FIGUEI PN,NAFG12L
Natura ON,NTCO3
NEOENERGIA ON,NEOE3
NORDON MET ON,NORD3
NORTCQUIMICA ON,NRTQ3
NUTRIPLANT ON,NUTR3
ODONTOPREV ON,ODPV3
DOMMO ON,DMMO3
DOMMO ON,DMMO11
OI PN,OIBR4
OI ON,OIBR3
OMEGA GER ON,OMGE3
OPPORT ENERG ON,OPHE3B
OSX BRASIL ON,OSXB3
OUROFINO S/A ON,OFSA3
PANATLANTICA ON,PATI9
PANATLANTICA ON,PATI9L
PANATLANTICA PN,PATI4
PANATLANTICA ON,PATI3
PANATLANTICA PN,PATI10L
PANATLANTICA PN,PATI10
PARANAPANEMA ON,PMAM3
Paulista Praia Hotel PNA,PPHT5L
PBG ON,PTBL3
PDG SECURIT,PDGS-CRI15B0
PDG REALT ON,PDGR3
Pedra Grandepna PNA,PDGD5L
PETRORIO ON,PRIO3
PETROBRAS BR ON,BRDT3
PETROBRAS,PETR-DEB62L1
PETROBRAS,PETR-DEB630B
PETROBRAS,PETR-DEB63B0
PETROBRAS,PETR-DEB63L0
PETROBRAS,PETR-DEB62L0
PETROBRAS,PETR-DEB63L1
PETROBRAS ON,PETR3
PETROBRAS PN,PETR4
PETROBRAS,PETR-DEB610B
PETROBRAS,PETR-DEB62B0
PETROBRAS,PETR-DEB61B0
PETROBRAS,PETR-DEB620B
PETROBRAS,PETR-DEB61L1
PETROBRAS,PETR-DEB61L0
PETTENATI ON,PTNT3
PETTENATI PN,PTNT4
Pingu's PNA,PNGU5L
PLASCAR PART ON,PLAS11
PLASCAR PART ON,PLAS3
POLO CAP SEC,PLSC-CRI1CB0
POLPAR ON,PPAR3
POMIFRUTAS ON,FRTA3
PORTO SEGURO ON,PSSA3
PORTO SUDESTE VM,PSVM11
POSITIVO TEC ON,POSI3
PRATICA PNR M2 PN,PTCA11
PRATICA PNR M2 ON,PTCA3
CEPAC - PMSP,PMSP12B
CEPAC - PMSP,PMSP13B
CEPAC - PMSP,PMSP12BL
CEPAC - PMSP,PMSP11B
PRINER ON,PRNR3
PROMAN ON,PRMN3B
PROFARMA ON,PFRM3
PROMPT PART ON,PRPT3B
QUALICORP ON,QUAL3
QUALITY SOFT ON,QUSW3
RAIADROGASIL ON,RADL3
RANDON PART ON,RAPT3
RANDON PART PN,RAPT4
RBCAPITALRES,RBRA-CRA1CB0
RBCAPITALRES,RBRA-CRA19B0
RBCAPITALRES,RBRA-CRA14B0
RBCAPITALRES,RBRA-CRA1BB0
RBCAPITALRES,RBRA-CRI1XB0
RBCAPITALRES,RBRA-CRIE60B
RBCAPITALRES,RBRA-CRIE6B0
RBCAPITALRES,RBRA-CRI80B0
RBCAPITALRES,RBRA-CRI77B0
RBCAPITALRES,RBRA-CRA13B0
RBCAPITALRES,RBRA-CRIE7B0
RBCAPITALRES,RBRA-CRA16B0
RBCAPITALSEC,RBCS-CRI2RB0
RBCAPITALSEC,RBCS-CRI2QB0
RBCAPITALSEC,RBCS-CRI85B0
RBCAPITALSEC,RBCS-CRI73B0
RBCAPITALSEC,RBCS-CRI2PB0
RBCAPITALSEC,RBCS-CRI86B0
RBCAPITALSEC,RBCS-CRI87B0
RBCAPITALSEC,RBCS-CRI84B0
RBR Private CR,RBRY13
RECRUSUL ON,RCSL3
RECRUSUL PN,RCSL4
REDE ENERGIA ON,REDE3
PET MANGUINH ON,RPMG3
RENOVA PN,RNEW4
RENOVA ON,RNEW3
LE LIS BLANC ON,LLIS3
Rio Cartado PNB,RCTA6L
GER PARANAP ON,GEPA3
GER PARANAP PN,GEPA4
RNI ON,RDNI3
Rocha Santos Agroind PNB,RCST6L
ROSSI RESID ON,RSID3
ALL NORTE ON,FRRN3B
ALL NORTE PNB,FRRN6B
ALL NORTE PNA,FRRN5B
RUMO ON,RAIL3
SALUS INFRA,SAIP-DEB11B0
SALUS INFRA,SAIP-DEB11L0
SALUS INFRA,SAIP-DEB110B
SALUS INFRA,SAIP-DEB11L1
SANSUY PNB,SNSY6
SANSUY PNA,SNSY5
SANSUY ON,SNSY3
STO ANTONIO,STEN-DEB31L1
STO ANTONIO,STEN-DEB32B0
STO ANTONIO,STEN-DEB31L0
STO ANTONIO,STEN-DEB31B0
STO ANTONIO,STEN-DEB32L0
STO ANTONIO,STEN-DEB32L1
SANTOS BRP ON,STBP3
SAO CARLOS ON,SCAR3
Sao Francisco Textil PNA,CTVL5L
SAO MARTINHO ON,SMTO3
ALPARGATAS ON,ALPA3
ALPARGATAS PN,ALPA4
SPTURIS PNA,AHEB11
SPTURIS ON,AHEB1
SPTURIS ON,AHEB3
SPTURIS PNB,AHEB13
SPTURIS PNB,AHEB6
SPTURIS PNA,AHEB5
SARAIVA LIVR,SLED12
SARAIVA LIVR,SLED11
SARAIVA LIVR PN,SLED4
SARAIVA LIVR ON,SLED3
SARAIVA LIVR PN,SLED2
